,,Ωbh2,Ωch2,h,τ,ns,lnA,logL,logL_birth,nlive
labels,,$\Omega_b h^2$,$\Omega_c h^2$,$h$,$\tau$,$n_s$,$\ln(10^{10}A_s)$,$\ln\mathcal{L}$,$\ln\mathcal{L}_\mathrm{birth}$,$n_\mathrm{live}$
,weights,,,,,,,,,
53,0.0,0.020667804967415333,0.19765387227047543,0.7838974871713799,0.05517185449896127,0.9725075686975408,1.8591682116232855,-6249632.104744647,-inf,947
54,0.0,0.023740680529384217,0.17211221914781258,0.6785369140763987,0.05944102759419166,0.9909064259074817,1.6112980062803552,-6169762.892969813,-inf,946
55,0.0,0.019648549424024952,0.17919277137882167,0.7828494022309274,0.06502776620636806,0.8824134669417022,1.9795264669641426,-6057631.600184502,-inf,945
56,0.0,0.020481157809268465,0.1234428769445365,0.8127989703550709,0.0831562164680904,1.0705633284796106,1.637557528429042,-5882851.599372793,-inf,944
57,0.0,0.020872243963535334,0.1740415317320386,0.6503988943399699,0.07145613464205654,0.9965073848819387,1.6989958049429097,-5866364.559246518,-inf,943
58,0.0,0.019892918870546013,0.20547668900393445,0.7031105450448785,0.04634876866427355,0.9881731751849996,1.8314312774477255,-5839899.563494786,-inf,942
59,0.0,0.02133653654122167,0.13984657413777357,0.7441161022161877,0.07706259384067626,1.0579902091753057,1.6222901088654247,-5781607.255290998,-inf,941
60,0.0,0.02117142699680147,0.17348888684883668,0.6877902027169291,0.07705031137340519,1.0537823691125077,1.6975661820717063,-5665709.659905748,-inf,940
61,0.0,0.02147129582322444,0.24770943397839812,0.8030919448998102,0.07243515006173545,1.0787816004917097,1.9343434572647866,-5539283.792350571,-inf,939
62,0.0,0.021825836660842233,0.17726484699844414,0.7342388706921729,0.06902556862170084,1.0874456348540986,1.701312257228743,-5488892.468642496,-inf,938
63,0.0,0.024943542103359733,0.1442315797358001,0.7778962864520261,0.0763119583874369,1.0521082388239151,1.6350030953098735,-5457798.958874613,-inf,937
64,0.0,0.024574844764550366,0.13859688665885495,0.7835861774740308,0.11708911331326252,1.0008250326891985,1.7631664356107262,-5416102.683312523,-inf,936
65,0.0,0.022938598873599995,0.11385665684422709,0.7300971877670634,0.08587430338524546,0.9513173492186953,1.6296197221940605,-5339950.226020651,-inf,935
66,0.0,0.02098928576914076,0.2010224473266598,0.7633386716022731,0.11745871492606877,0.8896273173507951,2.1427523229989913,-5335445.061689781,-inf,934
67,0.0,0.02270597059373438,0.18221388413000011,0.7221742081427514,0.09927574051421696,0.9944003287715805,1.8604626289709811,-5306148.377153266,-inf,933
68,0.0,0.021274336791511573,0.1501531766977254,0.8073553415436078,0.11027203847016828,0.921681417942755,1.9803927944121327,-5265912.082844049,-inf,932
69,0.0,0.019423119219576408,0.20286457193367935,0.7340392303795187,0.08868114251240064,0.9083150440570735,2.10268449928934,-5241193.528645881,-inf,931
70,0.0,0.02354177936222191,0.11670164765894514,0.7151146827385002,0.04559341626491987,0.8492701278790395,1.6442934083510923,-5234499.533858183,-inf,930
71,0.0,0.023015702783760562,0.13756589633061875,0.6674487131367558,0.09760729732386053,0.9655043759191313,1.6869972056632012,-5216527.172919013,-inf,929
72,0.0,0.024707947529323888,0.1626469744005798,0.7242962664422621,0.08116272538112379,0.9773850436188346,1.7596809163418947,-5196824.042135532,-inf,928
73,0.0,0.0260286158634471,0.14563585792604344,0.811054792182131,0.07936877729031502,0.8751146919475905,1.8707710339741932,-5174730.761064789,-inf,927
74,0.0,0.024333553009928437,0.2050807406874393,0.7864108415263049,0.047299987529886706,1.0495998498487666,1.7914185498591506,-5129157.898914259,-inf,926
75,0.0,0.024904420299615922,0.2504112655341197,0.8119514876234659,0.06558637688229613,0.9803698188232162,2.0060550368290153,-5122294.553045411,-inf,925
76,0.0,0.026140282124179556,0.20444714582012224,0.7630645108919216,0.04810439117541316,1.0202843962913488,1.7755432971078917,-5114664.219495796,-inf,924
77,0.0,0.01980618284540766,0.22227954135490724,0.6955520442787105,0.04712612250593166,0.8549799784661478,2.0993905810399633,-5081810.675032431,-inf,923
78,0.0,0.023255092309432693,0.12644456506209933,0.812323293944145,0.07327160485951502,1.0897275067209105,1.6308515466003881,-5052898.106094889,-inf,922
79,0.0,0.019366389657593526,0.14699216471160448,0.6662792525400537,0.06908627308392587,0.9804077921626115,1.7555070119490725,-5047805.812880909,-inf,921
80,0.0,0.022834953106212717,0.1561135407677826,0.6442351324069098,0.10844794415721301,1.0243129102608766,1.7167139523937738,-5033024.298565356,-inf,920
81,0.0,0.02580157726979783,0.251518041539515,0.7074386937053683,0.08663331336280816,0.9974589780320346,1.9399947393233659,-5018294.448114595,-inf,919
82,0.0,0.025518821563832624,0.1937636265896313,0.7612426397125451,0.11212152495816666,0.9389741544042468,1.9863890210971058,-5016108.449705796,-inf,918
83,0.0,0.024006863653242352,0.1899391444371411,0.6768814761069126,0.10507774536257292,0.9967352529754251,1.8512506583307435,-5012670.2300074985,-inf,917
84,0.0,0.019670710506824077,0.21154350983324305,0.7398926000544805,0.043076242030230784,0.9745022843460598,1.9806279548524515,-5002881.187032772,-inf,916
85,0.0,0.023573717786243786,0.22676201377653904,0.6891356708383929,0.06309222929252227,0.9812575765390626,1.8976291008559911,-4965499.1972729545,-inf,915
86,0.0,0.025169269288783096,0.21399426350120043,0.7503028069379861,0.10316132529485028,0.9872955552432796,1.9650706951752515,-4943129.02745361,-inf,914
87,0.0,0.024294136207929386,0.2056218809380287,0.7409109317691885,0.041296592434267386,1.018662387838924,1.8083312608458157,-4850619.159169315,-inf,913
88,0.0,0.023966487226987788,0.205668302004675,0.7430437998956195,0.08013507874914486,0.9057335639155509,2.0210537784982514,-4845325.011256445,-inf,912
89,0.0,0.01922656455868456,0.2460974593108246,0.764357123116891,0.05680891673020545,1.0135583464138833,2.0971919654740687,-4812289.15728989,-inf,911
90,0.0,0.021360293253332996,0.21549356248627405,0.720992582242236,0.11480363329947918,1.0905337113245936,1.9524399773395436,-4775672.206956328,-inf,910
91,0.0,0.020236755186360422,0.14141443874365017,0.7152485759568421,0.0812352325830252,0.863129854012592,1.9345126709881937,-4767356.529596365,-inf,909
92,0.0,0.025493418092013886,0.16896409629716364,0.8187829948653006,0.11373150298514381,0.8405809787316568,2.113211377110578,-4733234.596602401,-inf,908
93,0.0,0.022631305149090994,0.1717843725661196,0.6908242292012994,0.11053814951842941,1.0414389122263303,1.8354587191575051,-4731511.8452813495,-inf,907
94,0.0,0.019443473944893805,0.22964599438878325,0.6661232939364963,0.060732605397271155,0.894915430312966,2.1184936026951857,-4720919.692186629,-inf,906
95,0.0,0.022004101183321387,0.2330675460356138,0.6900893929302331,0.08969562899020933,1.0641938256290289,1.9398560009967079,-4646298.412764183,-inf,905
96,0.0,0.02604090081979011,0.08771301267735856,0.7778182916503494,0.09946230896513991,0.9553453341094622,1.6219607639444487,-4585633.4006147655,-inf,904
97,0.0,0.020639737718245378,0.14273444400541788,0.6951723218782587,0.06969777577738102,0.9792932020383107,1.7883890452557223,-4567963.260594232,-inf,903
98,0.0,0.022360120507568877,0.24912183815600059,0.7016790581376134,0.09590656641921723,1.0558264879096768,2.0060938716037997,-4526062.836834317,-inf,902
99,0.0,0.020054335326613063,0.10779859486424347,0.7876491269445799,0.044893235697568895,0.8533074851350063,1.8208099544006662,-4520475.433614454,-inf,901
100,0.0,0.023574976453121857,0.0862910626196324,0.6515636265072671,0.1156546818425557,0.8872032014009973,1.6377633838342858,-4509565.224696246,-inf,900
101,0.0,0.024367698405440535,0.09020225588173932,0.8128022278878725,0.04389806428147075,0.9168336416538124,1.6167949556355377,-4441058.344445223,-inf,899
102,0.0,0.02134780125077918,0.08124787731890268,0.7041503880895094,0.11519942938224859,0.8702176726779954,1.7041227139820754,-4409312.142927185,-inf,898
103,0.0,0.025636859859112023,0.16048530113419368,0.7521398345285125,0.10010315250730734,1.0546594027767378,1.8101977476465976,-4384490.137781983,-inf,897
104,0.0,0.020784328038286108,0.18834500602095128,0.7617707323500222,0.065486520526352,1.0940307096259774,1.8862916318876262,-4372045.933240119,-inf,896
105,0.0,0.022148985060255456,0.21986245166717955,0.6761111053176839,0.10160263713196342,1.034695087370682,1.9860941400877143,-4352897.392169973,-inf,895
106,0.0,0.023803002366521827,0.08852638503675941,0.6992232231823238,0.10192621616324532,0.9571562466979473,1.6297104364916704,-4231491.552246017,-inf,894
107,0.0,0.021941874668199798,0.09134218017347948,0.7737532316593787,0.05852754366396908,0.9877988366834606,1.614906279170098,-4216418.537960498,-inf,893
108,0.0,0.019633799903839292,0.17945964791045316,0.794467389584164,0.07112838040340248,0.8918598725284907,2.186122776949887,-4197159.8220803095,-inf,892
109,0.0,0.02576561603919315,0.1605063308915998,0.6548283400986767,0.07207363232904607,1.0070560411970433,1.7384390573902533,-4140931.158647824,-inf,891
110,0.0,0.021047103153147454,0.22248892114165675,0.7641393923241665,0.08389931163196279,1.0921281210805587,2.0230775994645804,-4132994.064114246,-inf,890
111,0.0,0.020609694352553443,0.20415950978759156,0.8019404019969534,0.10381759902841578,0.9702340647026951,2.2109060168181722,-4113111.320255738,-inf,889
112,0.0,0.02076551332918603,0.23114431232032184,0.8138737395256782,0.1022994799132055,0.9311525812260306,2.3240317136129316,-4095801.7339789,-inf,888
113,0.0,0.019814172000358135,0.162038130202411,0.7956585637816268,0.09488891680515851,0.8714344188210357,2.2073529874074094,-4091796.424710965,-inf,887
114,0.0,0.02129611937159113,0.19440039884653681,0.8158010148057439,0.06665521431439005,0.8912718133676844,2.2028896106867,-4063721.8925583106,-inf,886
115,0.0,0.025480212157702173,0.14051562669535267,0.7928847417085984,0.09426895879821576,0.8489468375573402,2.023708821558297,-4057675.6797909136,-inf,885
116,0.0,0.02451378186008062,0.24844091257255957,0.6704056595303053,0.10500421745392194,1.0051769189160509,2.066827963112669,-4017281.1327502546,-inf,884
117,0.0,0.025921874406210726,0.08272706970907914,0.7342004078062869,0.07568089109198214,0.8889746315404143,1.6456329434626962,-4012288.58058656,-inf,883
118,0.0,0.02386511989465317,0.1341909208386321,0.7350336371343746,0.0759106375614115,0.8629386201966208,1.922716206386925,-3991412.3623239323,-inf,882
119,0.0,0.01909020011198477,0.0815441309442256,0.7917654900950438,0.05289876826229218,0.9573512308175975,1.6765736771954476,-3990458.8403605465,-inf,881
120,0.0,0.018932299647288868,0.16820878782278814,0.8108821452679578,0.0560562803855802,0.9426638429280061,2.131297795173457,-3986348.2241433123,-inf,880
121,0.0,0.02383552645394508,0.1336615195056549,0.7891671508094931,0.11421098865860815,1.056034368733403,1.8611552296175589,-3980124.8777679093,-inf,879
122,0.0,0.024831077613438213,0.16636091384511456,0.7167080024553943,0.05955958068969879,0.9245729842527372,1.9118658592556363,-3967503.942513209,-inf,878
123,0.0,0.02136889307946718,0.20935610788846692,0.6914444379005021,0.07853145975219554,1.0602732038962353,1.9707527490730137,-3949074.4202181343,-inf,877
124,0.0,0.02165546637789476,0.21125870709431055,0.6999908204845411,0.10546494408575546,0.8637316664841429,2.258891063444077,-3872247.8383597387,-inf,876
125,0.0,0.02245765375705009,0.19755525520204648,0.7766334568733618,0.049352515160686804,0.9926292732550359,2.0189677717204377,-3866350.1139085884,-inf,875
126,0.0,0.020941883299265572,0.18630349766557108,0.7352436469015919,0.053767118661740235,1.097013640806258,1.8905551029702554,-3844679.746595047,-inf,874
127,0.0,0.026212982609882078,0.23846793659093912,0.7741213900324317,0.09224792741841946,1.0263587710901174,2.076096219879491,-3820649.902484258,-inf,873
128,0.0,0.022388503985951706,0.18627850703885962,0.6565354231084837,0.11968852917416697,0.8707289216220252,2.1584787254950824,-3789757.932509827,-inf,872
129,0.0,0.02001201665236725,0.24963805376663262,0.7185713122271533,0.04965637218245064,0.9987761373816093,2.157774378157839,-3772285.536778671,-inf,871
130,0.0,0.02109031671091189,0.12127431305695725,0.746788058474194,0.05090938521642417,0.8819925516378275,1.8973236989755726,-3740683.1275296696,-inf,870
131,0.0,0.020873633199346577,0.21372754965771334,0.6815496927945924,0.1041962255936566,1.0335816462920941,2.0914887515421396,-3737626.918468438,-inf,869
132,0.0,0.020226511583623867,0.10675862410583695,0.7871233258329223,0.04488201206999451,0.8704738134395197,1.88861036112176,-3730029.6278801123,-inf,868
133,0.0,0.023692671256819463,0.13286279105040716,0.7793803040336741,0.042547495996047235,0.8882509063183656,1.9126606830902582,-3693637.1115533793,-inf,867
134,0.0,0.02210024172077981,0.21505814281495467,0.6495842987420372,0.10478036355222364,1.0661697857706685,2.0068465260049226,-3674834.324720952,-inf,866
135,0.0,0.020270238674417188,0.19418221036161465,0.6610931812949661,0.058752119193561755,1.0045934464027666,1.9938907755103534,-3657977.3975049006,-inf,865
136,0.0,0.020435474904477145,0.11629493797744324,0.6415958190826995,0.0917798918284955,0.8738572450117411,1.8839957669308185,-3598075.167929448,-inf,864
137,0.0,0.020941167940736978,0.07891913739293954,0.7689754840755105,0.08374449382375054,0.9635814901127495,1.7178025961190704,-3549909.962902331,-inf,863
138,0.0,0.025511742356031958,0.08344243527060585,0.777416537362144,0.09126515140424295,0.8466210483509802,1.8120720301327855,-3533165.8977009035,-inf,862
139,0.0,0.025205217941001768,0.150913844322724,0.7404375297855077,0.11406626306785814,1.0769910326955148,1.8885193059245593,-3528485.947008704,-inf,861
140,0.0,0.025737601529436528,0.12194701942176997,0.6851533953017978,0.11774097904775468,1.017429110589923,1.804290489420099,-3467677.93210599,-inf,860
141,0.0,0.024670725665012203,0.2193543636959298,0.6539923967565492,0.045379152439516235,0.977424054007627,1.9769841220832864,-3456144.251246387,-inf,859
142,0.0,0.02427189051947358,0.17216455322841892,0.7678769904718419,0.0732650785036682,0.9836676488764069,2.0257909332712054,-3394096.349088062,-inf,858
143,0.0,0.025273523234434745,0.09895098179474708,0.6853820456632227,0.06713042185634487,0.85333122477062,1.776793733955698,-3391556.59653489,-inf,857
144,0.0,0.024632724421778267,0.20801199042710716,0.7988783618553805,0.09136043341721706,1.0840184686831391,2.0598538469351095,-3356996.8522546357,-inf,856
145,0.0,0.024332741147821003,0.19926171160846984,0.7402773760072979,0.11493857249528677,0.8487093207282331,2.3088194673909754,-3346534.0805337536,-inf,855
146,0.0,0.02335165686844905,0.19321164892126558,0.8083461136055587,0.04280404502006835,1.0828648775213408,1.9702947253994596,-3340429.165679288,-inf,854
147,0.0,0.01910734586488871,0.19783950931968725,0.7501083341379314,0.0715966637047483,0.8766027720378853,2.344128894370593,-3326798.9463256616,-inf,853
148,0.0,0.02414709771771159,0.21560785243354114,0.7403651726462438,0.059248766546028404,1.0879516212520057,1.9753526248328668,-3324308.071523263,-inf,852
149,0.0,0.023461963410332513,0.07907371645353284,0.6902188221480415,0.05153756870332753,0.8692684564759986,1.6740514137537157,-3302033.9793501333,-inf,851
150,0.0,0.019510027885714674,0.23726585274223488,0.6514399279996435,0.10532182794979264,1.0837743504208914,2.164731916724989,-3265929.964404072,-inf,850
151,0.0,0.024348190430618425,0.2017007462537843,0.7665749760893878,0.05605680032336932,1.086457740312149,1.9696140209835389,-3250995.4753475655,-inf,849
152,0.0,0.022013322817573323,0.11983155267188453,0.6525266674771016,0.05620867986788532,0.8870435526324962,1.8488113605192766,-3217106.119521206,-inf,848
153,0.0,0.0234560287840842,0.15268534218623853,0.6588213737656388,0.07330969470193655,0.9377842965962059,1.9448560511573734,-3210113.0148045286,-inf,847
154,0.0,0.019509099511468092,0.168191834703951,0.6812742792610244,0.09271720747944717,0.9222654640147345,2.1761245778647513,-3198611.862742123,-inf,846
155,0.0,0.024780497645667046,0.07904143280007166,0.6905604833339757,0.09874409379198365,0.9260793435960587,1.7305755762883532,-3183693.629048068,-inf,845
156,0.0,0.02048328472617044,0.25044911894260635,0.7228367449008206,0.07352814210768321,0.9381858611002551,2.347421685206211,-3163204.756497179,-inf,844
157,0.0,0.019792392972952353,0.1359697726925407,0.7691671440724983,0.05369222505452517,0.899860507353346,2.0939064292588045,-3146136.083664759,-inf,843
158,0.0,0.025741930362066803,0.1487895798019202,0.6683799676798807,0.07386374588942204,0.9316698916114042,1.9237317916894154,-3132825.223335031,-inf,842
159,0.0,0.024312432205320922,0.20770539013451134,0.7923137762173672,0.10489238679863966,0.8535772452171496,2.381948741743466,-3128797.9124339875,-inf,841
160,0.0,0.02615671256801541,0.20502710237925115,0.7704110983272183,0.11564319332950912,0.8993966836939894,2.2938678822039895,-3113574.528819546,-inf,840
161,0.0,0.02255070632528946,0.06446181228575987,0.6597569703325703,0.09653757259959908,0.9357236400599199,1.6375731034108674,-3110906.1097101085,-inf,839
162,0.0,0.02007704143452447,0.10583348671641199,0.794931601774095,0.09853361319664328,1.022200874770903,1.9491065695804453,-3073949.4615830923,-inf,838
163,0.0,0.026088283627532682,0.17299006186984367,0.7890997896414623,0.0409354053583899,0.9147402244909185,2.081752706559362,-3011865.3150167414,-inf,837
164,0.0,0.0219423977446043,0.24385681923261193,0.7321754237237655,0.09787909226646385,1.0779979282082734,2.204767905861642,-3004724.9982898133,-inf,836
165,0.0,0.02081607275255132,0.16232136035951608,0.7235378713267376,0.06276903144278884,0.9966858490724777,2.053235315988135,-3002799.5962762022,-inf,835
166,0.0,0.022285816050819564,0.1720682595550662,0.7715812147848338,0.07804465197459454,1.0281929789635145,2.090677731024818,-2984111.6615862465,-inf,834
167,0.0,0.025207643258296747,0.19596840649373687,0.6698668917417752,0.05305914883060048,0.9847492488597014,2.002994327704993,-2967255.4735141024,-inf,833
168,0.0,0.02564737920902551,0.23792835911145377,0.7210165916465657,0.07229623026284057,0.8820271018029102,2.2881581512894593,-2966895.983509916,-inf,832
169,0.0,0.02226335207667814,0.23343157036929796,0.8147442615927856,0.1152115246081877,0.862084786287208,2.543699400688201,-2955833.101894361,-inf,831
170,0.0,0.022701825020002016,0.10950283378955367,0.6788575257238163,0.06299099551370799,1.0459953521946783,1.7291126102019492,-2954167.46389878,-inf,830
171,0.0,0.020863928250089248,0.06954953582709136,0.7723060291590409,0.07030743484952315,0.9609483818885369,1.7355997212341754,-2924545.621524049,-inf,829
172,0.0,0.020899298757044625,0.11619089131029738,0.6484495760618515,0.08545492918915579,0.9263616314529821,1.9169119023835193,-2913243.206835962,-inf,828
173,0.0,0.02074301697450822,0.1623253824598557,0.6559090870776911,0.08570512679109528,1.0365300921118126,2.0082806446161086,-2879918.1252440624,-inf,827
174,0.0,0.019125716201855065,0.1960145239398881,0.8121109712463459,0.09414998540954475,0.9682557461079944,2.4013721609321848,-2876019.9325934956,-inf,826
175,0.0,0.022424647968499682,0.07591871121475183,0.7551306870534633,0.08086194691695084,0.9623644231538153,1.7669442836692495,-2856919.49179733,-inf,825
176,0.0,0.01876948039387799,0.10891378066441323,0.7940534184833072,0.10271922990422477,1.0097139087458493,2.0547671880234466,-2855993.8532895194,-inf,824
177,0.0,0.018668580341744134,0.17722136299186986,0.6917414209697265,0.040061119295690166,0.9235376993889733,2.1964233730037988,-2831561.7278288547,-inf,823
178,0.0,0.02001319940675948,0.22661464005361592,0.7574998428176175,0.07299233215569859,0.8427356460296402,2.508406735082315,-2820218.193547632,-inf,822
179,0.0,0.02010226957682736,0.2105778282830884,0.7483903405751049,0.10472589947085423,0.9516940740105694,2.392081118796919,-2814972.9993727286,-inf,821
